Timestamp,uv_1,cond,conc_b,ph,system_flow,system_pressure,sample_flow,sample_pressure,prec_pressure,deltac_pressure,postc_pressure
2025-05-14 17:34:17,-0.1780081825,0.053202453999999996,,0.0,,0.08417829774999999,,,,,
2025-05-14 17:34:18,-0.426223564,0.0531969316,0.0,0.0,0.0,0.0844192795,0.0,0.07921618,-0.0029921762,-0.020314824,0.01732265
2025-05-14 17:34:19,-0.517621028,0.053227933399999997,0.0,0.0,0.0,0.09564188300000001,0.0,0.07945184,-0.0032989013,-0.020432467,0.017133567
2025-05-14 17:34:20,-0.768892186,0.0532568276,0.0,9.688069,0.0,0.104521685,0.0,0.07942062,0.009475093,-0.023973923,0.033449024
2025-05-14 17:34:21,-1.021443266,0.053254918799999995,0.0,9.681839,0.0,0.10672220260000001,0.0,0.07950728,0.009247155,-0.029718427,0.03896557
2025-05-14 17:34:22,-1.23581838,0.053146513400000005,0.0,0.0,0.0,0.11184855949999999,0.0,0.07946413,0.009589388,-0.029706966,0.03929635
2025-05-14 17:34:23,-1.2589441000000001,0.053186568000000004,0.0,0.0,0.56250024,0.11246912309999998,0.0,0.0792538,0.016019918,-0.028989732,0.045009658
2025-05-14 17:34:24,-1.25857373,0.053188019200000006,0.0,0.0,0.0,0.14010247950000002,0.0,0.07936202,0.017154012,-0.029656135,0.046810143
2025-05-14 17:34:25,-0.93037908,0.0538152554,0.0,0.0,0.0,0.23646187,0.0,0.07945845,0.038881414,-0.027255913,0.06613731
2025-05-14 17:34:26,-0.164255444,0.05473963280000001,0.0,0.0,0.0,0.20887397500000002,0.0,0.057801295,0.031132398,-0.030398559,0.061530944
2025-05-14 17:34:27,-0.23876282999999998,0.05581751659999999,0.0,0.0,0.33750015,0.274064403,0.0,0.05788741,0.12974218,-0.013971358,0.14371353
2025-05-14 17:34:28,-0.5115830299999999,0.054869017799999996,0.0,0.0,2.500005,0.271658226,0.0,0.057991035,0.20257787,-0.018159686,0.22073752
2025-05-14 17:34:29,5.835918515,0.0461560544,0.0,0.0,2.500005,0.27066310099999996,0.0,0.05793698,0.19684018,-0.04112047,0.23796065
2025-05-14 17:34:30,12.6765208,0.0393123776,0.0,0.0,2.500005,0.27031633899999996,0.0,0.057840962,0.18923849,-0.058546104,0.24778461
2025-05-14 17:34:31,18.200690299999998,0.0446039728,0.0,0.0,2.500005,0.270387758,0.0,0.057853147,0.1825197,-0.072224334,0.25474402
2025-05-14 17:34:32,24.4668347,0.0480821758,0.0,0.0,2.500005,0.26939700699999997,0.0,0.05781871,0.17882153,-0.08502368,0.2638452
2025-05-14 17:34:33,31.201703099999996,0.0498618776,0.0,0.0,2.500005,0.27380547,0.0,0.05818108,0.17517315,-0.08849036,0.2636635
2025-05-14 17:34:34,31.4344353,0.0508670502,0.0,0.0,2.500005,0.273098585,0.0,0.057946064,0.17684244,-0.10202325,0.2788657
2025-05-14 17:34:35,31.276454100000002,0.0513560578,0.0,0.0,2.500005,0.273876744,0.0,0.05788904,0.17565498,-0.10614812,0.2818032
2025-05-14 17:34:36,32.4943186,0.0516375236,0.0,0.0,2.500005,0.27415428199999997,0.0,0.05793886,0.17572053,-0.10702899,0.28274947
2025-05-14 17:34:37,33.034326899999996,0.0515572874,0.0,0.0,2.500005,0.273837765,0.0,0.05791939,0.17499703,-0.1072437,0.28224078
2025-05-14 17:34:38,33.319908600000005,0.051407793800000004,0.0,0.0,2.500005,0.276741848,0.0,0.058112416,0.17395642,-0.10693689,0.28089324
2025-05-14 17:34:39,33.4916495,0.051178613799999995,0.0,0.0,2.500005,0.275693607,0.0,0.0580148,0.17693657,-0.10425346,0.28118998
2025-05-14 17:34:40,33.5678152,0.0510500514,0.0,0.0,2.500005,0.275029171,0.0,0.0580767,0.17607675,-0.102359615,0.27843648
2025-05-14 17:34:41,33.5875225,0.050911041000000004,0.0,0.0,2.500005,0.27568558200000004,0.0,0.058168344,0.17572485,-0.10052181,0.27624676
2025-05-14 17:34:42,33.6230223,0.05076984760000001,0.0,0.0,2.500005,0.275141309,0.0,0.058085017,0.17603184,-0.09961933,0.27565113
2025-05-14 17:34:43,33.6527892,0.0507224538,0.0,0.0,2.500005,0.275194221,0.0,0.058095224,0.17601082,-0.099042036,0.2750529
2025-05-14 17:34:44,33.6808201,0.050773789199999995,0.0,0.0,2.500005,0.275118764,0.0,0.058146145,0.17614761,-0.097734466,0.27388203
2025-05-14 17:34:45,33.7038726,0.0507486918,0.0,0.0,2.500005,0.27597859599999996,0.0,0.058027618,0.17530093,-0.09763258,0.27293354
2025-05-14 17:34:46,33.7341996,0.0506662976,0.0,0.0,2.500005,0.276545835,0.0,0.05814907,0.17681436,-0.0967251,0.27353936
2025-05-14 17:34:47,33.7617645,0.050663002400000004,0.0,0.0,2.500005,0.276430398,0.0,0.05832131,0.17596856,-0.09776312,0.2737316
2025-05-14 17:34:48,33.7859186,0.0506847166,0.0,0.0,2.500005,0.275801885,0.0,0.058215313,0.17586511,-0.097730674,0.27359584
2025-05-14 17:34:49,33.8118247,0.0507438178,0.0,0.0,2.500005,0.276219506,0.0,0.058226876,0.17532887,-0.09709998,0.2724288
2025-05-14 17:34:50,33.8385609,0.0507268476,0.0,0.0,2.500005,0.275784937,0.0,0.058292817,0.17549154,-0.096520424,0.2720119
2025-05-14 17:34:51,33.8626016,0.050683416599999996,0.0,0.0,2.500005,0.276091509,0.0,0.0582333,0.17505758,-0.09605199,0.27110967
2025-05-14 17:34:52,33.8877266,0.050738244200000004,0.0,0.0,2.500005,0.27604624499999997,0.0,0.05828008,0.17574327,-0.096242785,0.27198616
2025-05-14 17:34:53,33.9090722,0.050769887199999995,0.0,0.0,2.500005,0.275523328,0.0,0.058444165,0.17600259,-0.09538116,0.27138382
